cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
263	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	StDev_plasm_AreaShape_Zernike_6_0	0.016376671005317724
264	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis	Texture_InfoMeas2_Hematoxylin_3_00_256	0.016383249276980774
265	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.016394137444703034
266	bladder_glcm_JointEnergy;bladder_glcm_JointEntropy	StDev_nuclei_AreaShape_Compactness	0.016479235526684146
267	bladder_gldm_GrayLevelNonUniformity	Median_nuclei_Intensity_MaxIntensity_Hematoxylin;Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.01651453459114599
268	bladder_glcm_JointEnergy;bladder_glcm_JointEntropy	StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.016527166417144072
269	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Texture_InfoMeas2_Hematoxylin_3_00_256	0.016601338576341794
270	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_plasm_AreaShape_MedianRadius	0.01679619075243353
271	cancer_gldm_SmallDependenceLowGrayLevelEmphasis;cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Mean_nuclei_Intensity_MaxIntensity_Hematoxylin;Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.01679619075243353
272	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_9_3	0.01697579631208621
273	bladder_gldm_GrayLevelNonUniformity	Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.01697579631208621
274	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_0	0.01697579631208621
275	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	0.017000459805720805
276	cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	Median_plasm_AreaShape_MeanRadius	0.017020706066189644
277	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	0.01711183563284648
278	bladder_glszm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Eccentricity;Median_plasm_AreaShape_Eccentricity	0.01736272615465419
279	bladder_glcm_ClusterProminence	Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.017378874606818782
280	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis;cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	Median_plasm_AreaShape_MeanRadius	0.0173950381594457
281	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	StDev_nuclei_AreaShape_FormFactor	0.017504666104925765
282	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Median_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.017505296220737702
283	bladder_firstorder_Mean	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.01756400732611868
284	bladder_glrlm_GrayLevelNonUniformity;bladder_gldm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Zernike_4_0;Median_plasm_AreaShape_Zernike_4_0	0.01763279680917391
285	bladder_glcm_Correlation;bladder_glcm_Imc2	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.01763440261821699
286	bladder_gldm_GrayLevelNonUniformity	Mean_nuclei_AreaShape_Compactness	0.01763440261821699
287	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4;StDev_nuclei_Texture_SumVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_SumVariance_Hematoxylin_3_00_256	0.01765543197634554
288	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Median_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	0.01765692453378089
289	cancer_firstorder_Range	Mean_nuclei_AreaShape_Zernike_4_2	0.01778693066061445
290	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.017882722084091255
291	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.018016947578096066
292	cancer_shape_MajorAxisLength	StDev_nuclei_AreaShape_BoundingBoxMaximum_Y;StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin;StDev_plasm_AreaShape_BoundingBoxMaximum_Y;StDev_plasm_Location_CenterMassIntensity_Y_Hematoxylin	0.018106707713217762
293	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_plasm_AreaShape_MeanRadius	0.018106707713217762
294	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_nuclei_AreaShape_Area	0.018106707713217762
295	bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0;StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	0.018165950905992562
296	cancer_glszm_LargeAreaLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4;Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.01821019465283184
297	bladder_glszm_GrayLevelVariance;bladder_glcm_Contrast;bladder_glcm_DifferenceVariance;bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized;bladder_glcm_MaximumProbability;bladder_glcm_JointEnergy;bladder_glcm_JointEntropy;bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Mean_plasm_AreaShape_Zernike_8_8	0.0182288379520087
298	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Median_nuclei_Intensity_MedianIntensity_Hematoxylin	0.01832671628121809
299	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_plasm_AreaShape_MedianRadius	0.01840023426191348
300	bladder_glszm_GrayLevelVariance	Median_plasm_AreaShape_Compactness	0.018491147734878095
301	cancer_firstorder_TotalEnergy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_3	0.018574758395386623
302	bladder_firstorder_90Percentile	Median_plasm_AreaShape_Zernike_4_4	0.018636114261663516
303	bladder_shape_MinorAxisLength	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.018904716012559036
304	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	Texture_InfoMeas1_Hematoxylin_3_00_256	0.01896940043856088
305	cancer_gldm_SmallDependenceHighGrayLevelEmphasis	Median_plasm_AreaShape_Compactness	0.019001164156797656
306	bladder_glcm_ClusterTendency	Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.019156027309117717
307	bladder_shape_MinorAxisLength	Mean_nuclei_AreaShape_Compactness	0.019290308189387893
308	cancer_firstorder_Skewness	StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_3_1	0.019537123158274983
309	cancer_glcm_Idmn	StDev_nuclei_AreaShape_Compactness	0.01957125030802417
310	bladder_firstorder_Mean;bladder_firstorder_Median	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.019695003329032717
311	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	0.01981896414880924
312	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_6_6	0.019925186206902652
313	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Median_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.020070807784020817
314	cancer_glszm_LargeAreaHighGrayLevelEmphasis	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.02027342478317182
315	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_7_1	0.020323534959354603
316	bladder_firstorder_90Percentile	StDev_plasm_AreaShape_Zernike_3_3	0.020429859601729296
317	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.020429859601729296
318	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4;StDev_nuclei_Texture_SumVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_SumVariance_Hematoxylin_3_00_256	0.020436637860651384
319	bladder_gldm_DependenceNonUniformity	Mean_plasm_AreaShape_Eccentricity;Median_plasm_AreaShape_Eccentricity	0.020531361758228058
320	bladder_firstorder_90Percentile	Mean_plasm_AreaShape_Zernike_9_9	0.02053172477357524
321	cancer_shape_SurfaceVolumeRatio	Median_nuclei_AreaShape_Zernike_4_0	0.020602812708251924
322	bladder_glszm_LargeAreaHighGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_5_5;Median_plasm_AreaShape_Zernike_5_5	0.020614898401539666
323	cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter	Median_nuclei_Intensity_MedianIntensity_Hematoxylin	0.020655027931050778
324	bladder_firstorder_RootMeanSquared	StDev_plasm_AreaShape_Zernike_3_3	0.020767858705953837
325	bladder_gldm_GrayLevelNonUniformity	StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.021032685790930598
326	cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_plasm_AreaShape_Zernike_6_0	0.02107757089198628
327	bladder_firstorder_Mean	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.021081525576205178
328	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.021081525576205178
329	cancer_glszm_LargeAreaLowGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_9_3	0.021085165809163676
330	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	StDev_nuclei_AreaShape_Zernike_9_5	0.0210961018907851
331	bladder_firstorder_RootMeanSquared	StDev_plasm_AreaShape_Area	0.0210961018907851
332	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Texture_InfoMeas1_Hematoxylin_3_00_256	0.021240494077785655
333	bladder_glcm_Correlation;bladder_glcm_Imc2	Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	0.021311374687404832
334	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.021420586141059444
335	bladder_firstorder_MeanAbsoluteDeviation	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.021459402253336347
336	bladder_firstorder_90Percentile;bladder_firstorder_Mean;bladder_firstorder_Median	StDev_plasm_AreaShape_Zernike_4_4	0.02146084418731672
337	bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	Median_nuclei_AreaShape_Area	0.02150348006673123
338	cancer_firstorder_Energy	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.02161575681820922
339	bladder_gldm_DependenceEntropy	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.021617875180371077
340	cancer_glrlm_LongRunHighGrayLevelEmphasis	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	0.02171005919256353
341	bladder_shape_MinorAxisLength	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.02189994004609135
342	cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.021914915390677518
343	bladder_gldm_DependenceEntropy	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.022033645343995243
344	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis;cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	Texture_InfoMeas1_Hematoxylin_3_00_256	0.022033645343995243
345	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.022033645343995243
346	cancer_shape_Elongation	Median_plasm_AreaShape_Zernike_8_4	0.022043157914880984
347	bladder_firstorder_90Percentile	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.022104306187151323
348	bladder_shape_MinorAxisLength	Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.022104306187151323
349	bladder_glrlm_GrayLevelNonUniformity	Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.022112232096962503
350	cancer_glszm_SmallAreaHighGrayLevelEmphasis	Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.022112232096962503
351	bladder_shape_MinorAxisLength	StDev_plasm_AreaShape_Zernike_6_6	0.022164960994696878
352	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_Texture_Contrast_Hematoxylin_3_00_256	0.022262779448022716
353	bladder_shape_MinorAxisLength	Median_plasm_AreaShape_Eccentricity	0.02227640240753653
354	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.022424719386765476
355	bladder_gldm_DependenceNonUniformity	Mean_plasm_AreaShape_Zernike_4_0	0.022490294863643713
356	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Texture_Variance_Hematoxylin_3_00_256	0.022526816192415148
357	bladder_glcm_ClusterShade	StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.022540632681737904
358	bladder_firstorder_TotalEnergy	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.022793298818078227
359	cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.022797750604290536
360	bladder_glcm_ClusterTendency	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.02282013950963125
361	bladder_shape_Maximum2DDiameterColumn	Median_plasm_AreaShape_Eccentricity	0.023005445230453277
362	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.023119328873128044
363	bladder_shape_Maximum2DDiameterSlice	Mean_nuclei_AreaShape_Eccentricity;Median_nuclei_AreaShape_Eccentricity	0.023177125624006104
364	cancer_gldm_DependenceEntropy	Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.023200065145478645
365	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.023265160162186514
366	cancer_firstorder_TotalEnergy	Mean_plasm_AreaShape_Zernike_2_2	0.02329132575201612
367	bladder_shape_Maximum2DDiameterColumn;bladder_shape_MinorAxisLength	Mean_plasm_AreaShape_Zernike_1_1	0.02331752409879356
368	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	Median_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.023357016696239262
369	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.02336385328343992
370	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Texture_Correlation_Hematoxylin_3_00_256	0.023406785781005898
371	bladder_gldm_SmallDependenceEmphasis	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.023734017808664843
372	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.023857580336628922
373	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	StDev_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.023884347267371916
374	cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_AreaShape_Zernike_9_5	0.02392322564272135
375	cancer_firstorder_Range	StDev_nuclei_AreaShape_FormFactor	0.024015326700534276
376	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_plasm_AreaShape_Zernike_9_9	0.024079364505693965
377	cancer_firstorder_Minimum	Median_plasm_AreaShape_Compactness	0.024178218414885915
378	bladder_gldm_DependenceEntropy	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.02432635128267736
379	bladder_shape_MinorAxisLength	Median_nuclei_AreaShape_Zernike_5_5	0.02432635128267736
380	bladder_glszm_GrayLevelNonUniformity;bladder_glrlm_GrayLevelNonUniformity;bladder_gldm_GrayLevelNonUniformity	StDev_nuclei_AreaShape_Zernike_9_1	0.024467344248697787
381	cancer_firstorder_10Percentile	StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_1_1	0.024467344248697787
382	cancer_firstorder_Mean;cancer_firstorder_Median	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_8_2	0.024547822225079136
383	bladder_shape_MinorAxisLength	Median_plasm_AreaShape_Compactness;Mean_plasm_AreaShape_Extent;Median_plasm_AreaShape_Extent	0.02456801972708608
384	cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.02467939429252914
385	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.024868026722270824
386	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_plasm_AreaShape_Zernike_7_7	0.02490578867134938
387	bladder_firstorder_90Percentile	StDev_plasm_AreaShape_Zernike_9_3	0.025000878033453546
388	bladder_glszm_GrayLevelNonUniformity	StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	0.025025101145936778
389	bladder_glszm_GrayLevelVariance	StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.02533401116835996
390	cancer_shape_Maximum2DDiameterColumn	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.025383991930704862
391	cancer_glszm_GrayLevelNonUniformity	StDev_nuclei_AreaShape_Zernike_6_0	0.025387629150182885
392	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Median_plasm_AreaShape_Zernike_4_0	0.025392602525162643
393	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	StDev_plasm_AreaShape_Zernike_6_0	0.025442755305312512
394	bladder_firstorder_90Percentile	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.025481799790994318
395	cancer_gldm_DependenceEntropy	StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4;StDev_nuclei_Texture_SumVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_SumVariance_Hematoxylin_3_00_256	0.025533204843631554
396	bladder_glrlm_RunLengthNonUniformity	Mean_plasm_AreaShape_Zernike_4_0	0.025533204843631554
397	bladder_firstorder_Energy;bladder_firstorder_TotalEnergy	Median_nuclei_AreaShape_Zernike_8_4	0.025621843919461183
398	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Mean_nuclei_AreaShape_Zernike_8_4	0.025680247348840987
399	bladder_shape_MinorAxisLength	Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.025680247348840987
400	cancer_shape_Maximum2DDiameterSlice;cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength;cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter	Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	0.025929460095390457
401	bladder_gldm_GrayLevelNonUniformity	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.02607753656997074
402	bladder_firstorder_Mean;bladder_firstorder_Median	Mean_plasm_AreaShape_Eccentricity	0.026094361021312542
403	bladder_shape_Elongation	StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_9_9	0.026118922677114076
404	bladder_gldm_DependenceEntropy	StDev_nuclei_AreaShape_Zernike_9_5	0.026205693097616535
405	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.02624206091910882
406	cancer_gldm_DependenceEntropy	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.026247141605630173
407	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.0263529696376211
408	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	StDev_plasm_Intensity_MaxIntensityEdge_Hematoxylin	0.026364743643281723
