Gene	Gene_name	Length
ENSG00000229786	SNRPFP2	250
ENSG00000223624	AL033528.1	139
ENSG00000283938	MIR3917	92
ENSG00000158006	PAFAH2	38350
ENSG00000207237	RNU6-110P	103
ENSG00000252190	AL592064.1	124
ENSG00000252691	AL592064.2	83
ENSG00000158008	EXTL1	16580
ENSG00000158014	SLC30A2	8866
ENSG00000284309	AL391650.2	2434
ENSG00000158022	TRIM63	17132
ENSG00000175087	PDIK1L	14390
ENSG00000197245	FAM110D	4883
ENSG00000282872	C1orf232	4420
ENSG00000236782	AL391650.1	2315
ENSG00000142684	ZNF593	965
ENSG00000142675	CNKSR1	12400
ENSG00000188782	CATSPER4	12407
ENSG00000236155	AL355877.1	20099
ENSG00000278572	AL355877.3	1895
ENSG00000130695	CEP85	44608
ENSG00000270733	AL355877.2	357
ENSG00000142669	SH3BGRL3	1436
ENSG00000158062	UBXN11	37035
ENSG00000169442	CD52	2565
ENSG00000176092	CRYBG2	38382
ENSG00000225854	AL451139.1	345
ENSG00000176083	ZNF683	12888
ENSG00000131914	LIN28A	18911
ENSG00000117682	DHDDS	39024
ENSG00000223583	AL513365.1	534
ENSG00000225891	AL513365.2	5258
ENSG00000198830	HMGN2	4202
ENSG00000224129	DPPA2P2	896
ENSG00000117676	RPS6KA1	45269
ENSG00000238705	MIR1976	51
ENSG00000243905	RN7SL679P	303
ENSG00000252802	Y_RNA	101
ENSG00000252429	RNU7-29P	63
ENSG00000130775	THEMIS2	14142
ENSG00000117748	RPA2	23222
ENSG00000130768	SMPDL3B	24157
ENSG00000227050	AL512288.1	21318
ENSG00000158156	XKR8	8634
ENSG00000158161	EYA3	118293
ENSG00000238231	AL512288.2	366
ENSG00000240750	RN7SL559P	296
ENSG00000228589	SPCS2P4	680
ENSG00000228943	AL137792.2	559
ENSG00000214812	AL137792.1	872
ENSG00000253005	RNU6-176P	104
ENSG00000169403	PTAFR	46770
ENSG00000126698	DNAJC8	33573
ENSG00000130770	ATP5IF1	10797
ENSG00000270605	AL353622.1	1944
ENSG00000271398	AL353622.2	424
ENSG00000130766	SESN2	22973
ENSG00000130772	MED18	6963
ENSG00000229247	AL627313.1	237
ENSG00000238316	AL627082.2	103
ENSG00000235069	AL627082.1	234
ENSG00000260063	AL512408.1	1999
ENSG00000117713	ARID1A	88868
ENSG00000060642	PIGV	10926
ENSG00000241188	RN7SL165P	290
ENSG00000287810	AL034380.2	176
ENSG00000204160	ZDHHC18	30916
ENSG00000175793	SFN	1307
ENSG00000142751	GPN2	14151
ENSG00000226698	AL034380.1	2112
ENSG00000198746	GPATCH3	9979
ENSG00000090273	NUDC	46633
ENSG00000131910	NR0B2	2486
ENSG00000175707	KDF1	10906
ENSG00000172746	RPL12P13	810
ENSG00000224064	AL356390.1	396
ENSG00000225294	OSTCP2	443
ENSG00000253368	TRNP1	7194
ENSG00000158246	TENT5B	7830
ENSG00000090020	SLC9A1	68172
ENSG00000229985	AL590640.2	526
ENSG00000214973	CHCHD3P3	639
ENSG00000225159	NPM1P39	866
ENSG00000225990	SNRPEP7	219
ENSG00000224311	AL590640.1	5246
ENSG00000142784	WDTC1	74004
ENSG00000252098	Y_RNA	103
ENSG00000243659	FO393419.3	598
ENSG00000186501	TMEM222	14255
ENSG00000206888	RNU6-48P	106
ENSG00000241547	ACTG1P20	467
ENSG00000142765	SYTL1	11917
ENSG00000142733	MAP3K6	12894
ENSG00000142748	FCN3	5712
ENSG00000174950	CD164L2	4157
ENSG00000231207	FO393419.1	677
ENSG00000181773	GPR3	3192
ENSG00000158195	WASF2	85937
ENSG00000241169	FO393419.2	2384
ENSG00000237429	BX293535.1	4756
ENSG00000126705	AHDC1	70396
ENSG00000000938	FGR	23121
ENSG00000235912	AL031729.1	191
ENSG00000233975	LINC02574	2394
ENSG00000126709	IFI6	6134
ENSG00000225886	AL445490.1	33595
ENSG00000206767	RNU6-949P	106
ENSG00000226662	CHMP1AP1	661
ENSG00000207095	RNU6-424P	104
ENSG00000287244	AL020997.5	934
ENSG00000009780	FAM76A	37143
ENSG00000231344	AL020997.1	348
ENSG00000230833	RPEP3	675
ENSG00000117758	STX12	51224
ENSG00000269971	AL020997.2	183
ENSG00000270031	AL020997.3	358
ENSG00000223062	RNU6-1245P	105
ENSG00000286433	AL020997.4	3397
ENSG00000117751	PPP1R8	20894
ENSG00000252947	SCARNA1	165
ENSG00000162510	MATN1	12308
ENSG00000186056	MATN1-AS1	8323
ENSG00000287510	AL137857.1	1734
ENSG00000162511	LAPTM5	25305
ENSG00000264773	MIR4420	76
ENSG00000204138	PHACTR4	130782
ENSG00000206779	Y_RNA	100
ENSG00000229820	CR391992.1	393
ENSG00000221216	RNU6ATAC27P	118
ENSG00000180198	RCC1	33357
ENSG00000242125	SNHG3	4912
ENSG00000274266	SNORA73A	205
ENSG00000200087	SNORA73B	203
ENSG00000231468	PRDX3P2	909
ENSG00000279443	AL513497.1	2082
ENSG00000180098	TRNAU1AP	25460
ENSG00000197989	SNHG12	4594
ENSG00000221539	SNORD99	73
ENSG00000278274	SNORA61	129
ENSG00000273544	SNORA44	131
ENSG00000280498	SNORA16A	134
ENSG00000274582	SNORA16A	136
ENSG00000120656	TAF12	53762
ENSG00000188060	RAB42	3243
ENSG00000229388	LINC01715	5353
ENSG00000270103	AL360012.1	130
ENSG00000274978	RNU11	133
ENSG00000162419	GMEB1	50621
ENSG00000252777	AL645729.1	129
ENSG00000198492	YTHDF2	33154
ENSG00000116329	OPRD1	59125
ENSG00000233427	AL009181.1	6853
ENSG00000199756	Y_RNA	109
ENSG00000159023	EPB41	232955
ENSG00000225616	AL138785.1	330
ENSG00000206704	Y_RNA	100
ENSG00000277958	Metazoa_SRP	281
ENSG00000253304	TMEM200B	4474
ENSG00000225750	AL357500.1	2500
ENSG00000116350	SRSF4	34157
ENSG00000277916	AL357500.2	168
ENSG00000116353	MECR	38285
ENSG00000237934	AL590729.1	883
ENSG00000060656	PTPRU	90297
ENSG00000230523	LINC01756	20494
ENSG00000229607	AL137027.1	5175
ENSG00000223382	LINC01778	10647
ENSG00000222784	RN7SKP91	287
ENSG00000235143	AL445235.1	2096
ENSG00000162512	SDC3	39292
ENSG00000266210	RN7SL371P	266
ENSG00000134644	PUM1	134485
ENSG00000237329	AL356320.2	506
ENSG00000232768	AL356320.1	162
ENSG00000215900	SELENOWP1	571
ENSG00000225142	AC114495.1	435
ENSG00000084628	NKAIN1	60142
ENSG00000060688	SNRNP40	37220
ENSG00000229447	AC114495.2	436
ENSG00000121766	ZCCHC17	67971
ENSG00000229044	AL451070.1	13732
ENSG00000121769	FABP3	11597
ENSG00000168528	SERINC2	25115
ENSG00000215899	AC209007.1	1341
ENSG00000206981	RNU6-40P	106
ENSG00000260386	LDC1P	9563
ENSG00000265961	Y_RNA	113
ENSG00000284543	LINC01226	77080
ENSG00000229167	AC114488.1	6313
ENSG00000142910	TINAGL1	11201
ENSG00000121764	HCRTR1	14832
ENSG00000162517	PEF1	15030
ENSG00000235790	AC114488.2	16113
ENSG00000264078	AC114488.3	4677
ENSG00000084636	COL16A1	52056
ENSG00000121753	ADGRB2	37776
ENSG00000266580	MIR4254	75
ENSG00000254545	AL354919.2	2192
ENSG00000134668	SPOCD1	25629
ENSG00000203620	AL354919.1	13549
ENSG00000269967	AL136115.2	69928
ENSG00000184007	PTP4A2	38435
ENSG00000228634	AL136115.1	955
ENSG00000284702	AL136115.3	14845
ENSG00000121774	KHDRBS1	46982
ENSG00000203325	AL445248.1	21183
ENSG00000121775	TMEM39B	30835
ENSG00000266203	MIR5585	58
ENSG00000276493	Metazoa_SRP	290
ENSG00000025800	KPNA6	68507
ENSG00000250135	AL049795.2	5835
ENSG00000084652	TXLNA	18610
ENSG00000160050	CCDC28B	5001
ENSG00000224066	AL049795.1	2045
ENSG00000160051	IQCC	3026
ENSG00000222046	DCDC2B	7102
ENSG00000160055	TMEM234	7887
ENSG00000084623	EIF3I	9676
ENSG00000220785	MTMR9LP	9962
ENSG00000183615	FAM167B	1634
ENSG00000182866	LCK	34926
ENSG00000277617	Metazoa_SRP	259
ENSG00000252450	Y_RNA	109
ENSG00000116478	HDAC1	41552
ENSG00000175130	MARCKSL1	2394
ENSG00000233775	AL109945.1	1469
ENSG00000162526	TSSK3	12791
ENSG00000225828	FAM229A	3008
ENSG00000160058	BSDC1	29628
ENSG00000224333	GAPDHP20	1006
ENSG00000270850	AL356986.1	340
ENSG00000229259	LRRC37A12P	3575
ENSG00000235907	AC115285.1	735
ENSG00000121903	ZSCAN20	23862
ENSG00000121904	CSMD2	651843
ENSG00000227000	HSPD1P14	1617
ENSG00000176256	HMGB4	4316
ENSG00000231163	CSMD2-AS1	24773
ENSG00000201148	RNA5SP42	114
ENSG00000116544	DLGAP3	64214
ENSG00000163866	SMIM12	147018
ENSG00000189280	GJB5	3465
ENSG00000189433	GJB4	2587
ENSG00000255811	AL121988.1	26671
ENSG00000188910	GJB3	5155
ENSG00000187513	GJA4	2748
ENSG00000230163	AL122010.1	861
ENSG00000254553	AL033529.1	135735
ENSG00000273274	ZBTB8B	31614
ENSG00000160062	ZBTB8A	66514
ENSG00000176261	ZBTB8OS	50731
ENSG00000200591	Y_RNA	101
ENSG00000162521	RBBP4	35069
ENSG00000162520	SYNC	23690
ENSG00000224409	AC114489.1	7503
ENSG00000162522	KIAA1522	33140
ENSG00000134684	YARS	42916
ENSG00000116497	S100PBP	42108
ENSG00000160097	FNDC5	10214
ENSG00000121905	HPCA	12447
ENSG00000121900	TMEM54	6844
ENSG00000287691	AL031602.2	26184
ENSG00000116514	RNF19B	28240
ENSG00000278966	AL031602.1	910
ENSG00000217644	AL355864.1	525
ENSG00000239670	AL355864.2	1281
ENSG00000236065	AL020995.1	45394
ENSG00000004455	AK2	73056
ENSG00000276645	Metazoa_SRP	344
ENSG00000142920	AZIN2	42388
ENSG00000278997	AL662907.1	1359
ENSG00000116525	TRIM62	36660
ENSG00000279179	AL662907.2	3447
ENSG00000284721	AL662907.3	5565
ENSG00000160094	ZNF362	44227
ENSG00000270115	AL513327.3	468
ENSG00000184389	A3GALT2	14332
ENSG00000225313	AL513327.1	41897
ENSG00000134686	PHC2	107429
ENSG00000284154	MIR3605	99
ENSG00000222112	RN7SKP16	298
ENSG00000233246	AL513327.2	12893
ENSG00000284773	AC114490.3	10957
ENSG00000241014	AC114490.1	3007
ENSG00000271741	AC114490.2	50208
ENSG00000243749	TMEM35B	3818
ENSG00000163867	ZMYM6	45780
ENSG00000197056	ZMYM1	83687
ENSG00000233940	RPL12P45	5803
ENSG00000228348	EFCAB14P1	462
ENSG00000284640	AL590434.1	4920
ENSG00000116560	SFPQ	16767
ENSG00000201868	Y_RNA	93
ENSG00000146463	ZMYM4	153349
ENSG00000240374	RN7SL503P	302
ENSG00000201542	SNORA62	151
ENSG00000229994	RPL5P4	885
ENSG00000227409	ZMYM4-AS1	7255
ENSG00000278702	Metazoa_SRP	322
ENSG00000142687	KIAA0319L	124458
ENSG00000236274	AC004865.1	1696
ENSG00000020129	NCDN	9801
ENSG00000239636	AC004865.2	7916
ENSG00000116819	TFAP2E	22014
ENSG00000126067	PSMB2	41985
ENSG00000163873	GRIK3	238988
ENSG00000142686	C1orf216	5017
ENSG00000092853	CLSPN	49760
ENSG00000232335	AL354864.1	4187
ENSG00000134698	AGO4	49874
ENSG00000092847	AGO1	60724
ENSG00000271164	AL139286.1	482
ENSG00000286899	AL139286.3	1892
ENSG00000271914	AL139286.2	395
ENSG00000126070	AGO3	141782
ENSG00000271554	AL138787.2	21521
ENSG00000232862	AL138787.1	3960
ENSG00000092850	TEKT2	4181
ENSG00000116863	ADPRHL2	5040
ENSG00000171812	COL8A2	29983
ENSG00000054116	TRAPPC3	19483
ENSG00000116871	MAP7D1	25270
ENSG00000264592	RN7SL131P	255
ENSG00000054118	THRAP3	80925
ENSG00000231849	UBE2V2P4	258
ENSG00000214193	SH3D21	22972
ENSG00000142694	EVA1B	2123
ENSG00000286379	AL591845.1	5776
ENSG00000196182	STK40	46272
ENSG00000181817	LSM10	6670
ENSG00000222821	RNU4-27P	138
ENSG00000116885	OSCP1	34624
ENSG00000201448	SNORA63C	128
ENSG00000116898	MRPS15	8666
ENSG00000119535	CSF3R	17235
ENSG00000215895	AL354702.1	1959
ENSG00000233621	LINC01137	123477
ENSG00000163874	ZC3H12A	9797
ENSG00000283724	MIR6732	59
ENSG00000163875	MEAF6	22199
ENSG00000263675	MIR5581	59
ENSG00000163877	SNIP1	19844
ENSG00000232273	FTH1P1	531
ENSG00000237749	AL034379.1	252
ENSG00000163879	DNALI1	9938
ENSG00000134697	GNL2	29121
ENSG00000284748	AL513220.1	11210
ENSG00000169218	RSPO1	23542
ENSG00000116922	C1orf109	10679
ENSG00000134690	CDCA8	17238
ENSG00000183317	EPHA10	51253
ENSG00000200421	Y_RNA	99
ENSG00000214141	ACTN4P2	2748
ENSG00000227416	AL929472.1	428
ENSG00000185090	MANEAL	7335
ENSG00000233728	AL929472.3	1159
ENSG00000196449	YRDC	5263
ENSG00000197982	C1orf122	2475
ENSG00000188786	MTF1	50018
ENSG00000235673	AL929472.4	690
ENSG00000230955	AL929472.2	883
ENSG00000204084	INPP5B	86360
ENSG00000252448	SNORA63	80
ENSG00000222282	RNU6-584P	94
ENSG00000277168	Metazoa_SRP	272
ENSG00000183431	SF3A3	33100
ENSG00000212541	RNU6-510P	107
ENSG00000183386	FHL3	8836
ENSG00000183520	UTP11	15562
ENSG00000185668	POU3F1	2964
ENSG00000224592	MIR3659HG	71711
ENSG00000223589	AL139158.1	339
ENSG00000265596	MIR3659	98
ENSG00000284623	LINC02786	11129
ENSG00000207356	Y_RNA	108
ENSG00000168389	MFSD2A	14856
ENSG00000228477	AL663070.1	724
ENSG00000131236	CAP1	32416
ENSG00000131238	PPT1	26266
ENSG00000284632	AL354702.2	61763
ENSG00000116954	RRAGC	21574
ENSG00000273637	AL139260.2	35161
ENSG00000228436	AL139260.1	105126
ENSG00000214114	MYCBP	10875
ENSG00000274944	AL139260.3	17116
ENSG00000131233	GJA9	7518
ENSG00000158315	RHBDL2	56023
ENSG00000199963	RNU6-605P	107
ENSG00000207466	Y_RNA	100
ENSG00000235549	EIF1P2	650
ENSG00000174574	AKIRIN1	14783
ENSG00000168653	NDUFS5	8318
ENSG00000127603	MACF1	405861
ENSG00000206654	RNU6-608P	103
ENSG00000222378	RNA5SP44	132
ENSG00000270040	AL356055.1	445
ENSG00000287422	AL442071.2	11950
ENSG00000226438	AL442071.1	7811
ENSG00000217897	HSPE1P8	604
ENSG00000183682	BMP8A	38233
ENSG00000237624	OXCT2P1	1534
ENSG00000243970	PPIEL	37391
ENSG00000090621	PABPC4	15974
ENSG00000228060	PABPC4-AS1	8808
ENSG00000201457	SNORA55	134
ENSG00000163909	HEYL	16208
ENSG00000225903	AL035404.2	487
ENSG00000116981	NT5C1A	12917
ENSG00000116983	HPCAL4	12837
ENSG00000084072	PPIE	71732
ENSG00000225333	AL035404.1	567
ENSG00000252413	RNU7-121P	61
ENSG00000116985	BMP8B	31683
ENSG00000198754	OXCT2	1825
ENSG00000285905	BMP8B-AS1	1449
ENSG00000261798	AL033527.3	1195
ENSG00000229213	AL033527.1	153
ENSG00000284719	AL033527.4	10028
ENSG00000284678	LINC02811	16046
ENSG00000043514	TRIT1	45401
ENSG00000202222	Y_RNA	112
ENSG00000116990	MYCL	6830
ENSG00000236546	AL033527.2	1353
ENSG00000117000	RLF	79534
ENSG00000207508	RNU6-1237P	106
ENSG00000188800	TMCO2	5737
ENSG00000259943	AL050341.2	1540
ENSG00000084073	ZMPSTE24	35944
ENSG00000231296	AL050341.1	312
ENSG00000049089	COL9A2	17324
ENSG00000227311	AL031985.2	479
ENSG00000084070	SMAP2	78476
ENSG00000213172	AL031985.1	417
ENSG00000284677	AL031985.4	13840
ENSG00000187801	ZFP69B	13616
ENSG00000260920	AL031985.3	2448
ENSG00000279667	AL603839.4	1004
ENSG00000187815	ZFP69	19053
ENSG00000238287	AL603839.3	15504
ENSG00000164002	EXO5	7815
ENSG00000227278	AL603839.1	596
ENSG00000238186	AL603839.2	1420
ENSG00000117010	ZNF684	16594
ENSG00000286838	AL356379.2	24669
ENSG00000236505	AL356379.1	125
ENSG00000117016	RIMS3	45002
ENSG00000287743	AL031289.2	7632
ENSG00000237899	AL031289.1	18499
ENSG00000272145	NFYC-AS1	1686
ENSG00000066136	NFYC	79955
ENSG00000198974	MIR30E	91
ENSG00000207962	MIR30C1	88
ENSG00000117013	KCNQ4	56665
ENSG00000264582	RN7SL326P	295
ENSG00000179862	CITED4	1309
ENSG00000229528	AC119677.1	12756
ENSG00000204060	FOXO6	21668
ENSG00000229901	AC093151.2	665
ENSG00000127129	EDN2	5908
ENSG00000127124	HIVEP3	529560
ENSG00000230881	AL445933.2	425
ENSG00000230638	AL445933.1	2241
ENSG00000284895	AC119676.1	43510
ENSG00000228940	AL391730.1	1659
ENSG00000286668	AL391730.2	6230
ENSG00000233118	UBE2V1P8	264
ENSG00000171793	CTPS1	32877
ENSG00000281207	SLFNL1-AS1	29300
ENSG00000171790	SLFNL1	7640
ENSG00000010803	SCMH1	214954
ENSG00000215893	RPL23AP17	498
ENSG00000287400	AC093151.8	96872
ENSG00000235358	AC093151.3	42488
ENSG00000213987	AC093151.1	312
ENSG00000286640	AC093151.6	3216
ENSG00000228776	AC114492.1	756
ENSG00000044012	GUCA2B	2410
ENSG00000197273	GUCA2A	2055
ENSG00000198815	FOXJ3	159338
ENSG00000227527	AC096540.1	2990
ENSG00000177181	RIMKLA	43440
ENSG00000235002	AL513331.1	396
ENSG00000066185	ZMYND12	25924
ENSG00000127125	PPCS	17268
ENSG00000186409	CCDC30	193969
ENSG00000230116	AL445669.1	754
ENSG00000236876	TMSB4XP1	134
ENSG00000200254	RNU6-536P	106
ENSG00000236180	AL445669.2	420
ENSG00000171960	PPIH	18335
ENSG00000285728	AC098484.4	23473
ENSG00000234917	AC098484.2	2924
ENSG00000065978	YBX1	21387
ENSG00000164007	CLDN19	7161
ENSG00000117385	P3H1	20749
ENSG00000164008	C1orf50	12242
ENSG00000283580	AC098484.3	27201
ENSG00000228452	AC098484.1	977
ENSG00000274386	TMEM269	31612
ENSG00000177868	SVBP	10345
ENSG00000164010	ERMAP	27869
ENSG00000228192	AL512353.1	13900
ENSG00000164011	ZNF691	5904
ENSG00000233708	AL512353.2	2170
ENSG00000237090	AL512353.3	1336
ENSG00000225099	ATP6V1E1P1	680
ENSG00000117394	SLC2A1	33493
ENSG00000284138	ATP6V0CP4	439
ENSG00000227533	SLC2A1-AS1	37765
ENSG00000283973	AC099795.1	2799
ENSG00000207256	RNU6-880P	106
ENSG00000283136	U6	88
ENSG00000277513	AL161637.1	411
ENSG00000186973	FAM183A	11243
ENSG00000117395	EBNA1BP2	106761
ENSG00000284410	MIR6733	60
ENSG00000243710	CFAP57	82209
ENSG00000199240	RNA5SP46	119
ENSG00000179178	TMEM125	4019
ENSG00000253313	C1orf210	3740
ENSG00000066056	TIE1	22126
ENSG00000117400	MPL	14923
ENSG00000287113	AL139289.3	556
ENSG00000234694	AL139289.2	3974
ENSG00000117399	CDC20	4222
ENSG00000066322	ELOVL1	4676
ENSG00000283836	MIR6734	67
ENSG00000159479	MED8	5891
ENSG00000229431	AL139289.1	4042
ENSG00000198198	SZT2	64365
ENSG00000229372	SZT2-AS1	868
ENSG00000274975	MIR6735	72
ENSG00000178922	HYI	2986
ENSG00000229348	HYI-AS1	3068
ENSG00000178028	DMAP1	7226
ENSG00000117419	ERI3	134190
ENSG00000233602	ERI3-IT1	865
ENSG00000142949	PTPRF	98479
ENSG00000066135	KDM4A	55369
ENSG00000284989	AL451062.3	280865
ENSG00000236200	KDM4A-AS1	23015
ENSG00000126091	ST3GAL3	225341
ENSG00000229444	AL451062.1	17951
ENSG00000283414	U6	89
ENSG00000233674	AL451062.2	270
ENSG00000283477	MIR6079	61
ENSG00000224751	SHMT1P1	1311
ENSG00000117407	ARTN	3920
ENSG00000237950	AL357079.1	8633
ENSG00000117408	IPO13	21072
ENSG00000285649	AL357079.2	6470
ENSG00000132768	DPH2	3369
ENSG00000117410	ATP6V0B	3808
ENSG00000117411	B4GALT2	12227
ENSG00000159214	CCDC24	5169
ENSG00000196517	SLC6A9	39967
ENSG00000230615	AL139220.2	85476
ENSG00000227163	AL139220.1	519
ENSG00000271647	KRT8P47	1397
ENSG00000239560	RN7SL479P	299
ENSG00000171872	KLF17	16319
ENSG00000233514	AL356653.1	359
ENSG00000283039	KLF18	3810
ENSG00000226804	AL359839.1	1159
ENSG00000200171	Y_RNA	95
ENSG00000238037	OOSP1P1	273
ENSG00000227994	AL035417.1	213
ENSG00000271329	AL035417.2	1106
ENSG00000280670	CCDC163	6213
ENSG00000162415	ZSWIM5	289810
ENSG00000234315	OSTCP5	452
ENSG00000281912	LINC01144	1709
ENSG00000186603	HPDL	1784
ENSG00000132781	MUTYH	11730
ENSG00000288208	AL451136.1	161893
ENSG00000132773	TOE1	3921
ENSG00000070759	TESK2	147280
ENSG00000236872	PPIAP36	324
ENSG00000132763	MMACHC	13082
ENSG00000117450	PRDX1	12011
ENSG00000234379	HMGB1P48	1212
ENSG00000117448	AKR1A1	19506
ENSG00000187147	RNF220	246530
ENSG00000263381	MIR5584	59
ENSG00000126106	TMEM53	39243
ENSG00000198520	ARMH1	50899
ENSG00000199377	RNU5F-1	116
ENSG00000200169	RNU5D-1	115
ENSG00000142945	KIF2C	27949
ENSG00000225721	AL592166.1	16773
ENSG00000142937	RPS8	3528
ENSG00000264294	SNORD55	79
ENSG00000200913	SNORD46	103
ENSG00000202031	SNORD38A	69
ENSG00000207421	SNORD38B	66
ENSG00000281859	SNORD38B	68
ENSG00000234093	RPS15AP11	384
ENSG00000142959	BEST4	4585
ENSG00000173846	PLK3	5613
ENSG00000188396	TCTEX1D4	762
ENSG00000222009	BTBD19	7103
ENSG00000117425	PTCH2	23409
ENSG00000202444	RNU5E-6P	114
ENSG00000226499	AL136380.1	161
ENSG00000070785	EIF2B3	136200
ENSG00000253039	RNA5SP47	108
ENSG00000229815	CCNB1IP1P1	838
ENSG00000232369	PPIAP35	491
ENSG00000268949	MRPS17P1	3129
ENSG00000126107	HECTD3	8784
ENSG00000126088	UROD	4625
ENSG00000132780	NASP	35058
ENSG00000281112	AL355480.2	92
ENSG00000281825	AL355480.4	73
ENSG00000159588	CCDC17	4013
ENSG00000159592	GPBP1L1	60809
ENSG00000225447	RPS15AP10	381
ENSG00000234329	AL604028.2	787
ENSG00000159596	TMEM69	6255
ENSG00000197429	IPP	56329
ENSG00000230896	AL604028.1	2391
ENSG00000236111	AL603882.1	680
ENSG00000086015	MAST2	249135
ENSG00000232467	TMA16P2	600
ENSG00000117461	PIK3R3	92896
ENSG00000278139	AL358075.4	132827
ENSG00000226957	AL358075.1	1550
ENSG00000233114	AL358075.3	225
ENSG00000227857	AL358075.2	4550
ENSG00000117472	TSPAN1	10889
ENSG00000250719	P3R3URF	992
ENSG00000085998	POMGNT1	31623
ENSG00000171357	LURAP1	17922
ENSG00000085999	RAD54L	32019
ENSG00000132128	LRRC41	42412
ENSG00000173660	UQCRH	13078
ENSG00000117481	NSUN4	24975
ENSG00000225779	AL122001.1	369
ENSG00000117480	FAAH	19531
ENSG00000232022	FAAHP1	50364
ENSG00000224863	LINC01398	4717
ENSG00000197587	DMBX1	7230
ENSG00000282881	TMEM275	11803
ENSG00000269956	MKNK1-AS1	31644
ENSG00000162456	KNCN	5883
ENSG00000079277	MKNK1	59435
ENSG00000142961	MOB3C	9176
ENSG00000123472	ATPAF1	41130
ENSG00000233647	NENFP1	465
ENSG00000186118	TEX38	4739
ENSG00000228237	EFCAB14-AS1	18062
ENSG00000159658	EFCAB14	43955
ENSG00000236476	AL593856.1	804
ENSG00000162366	PDZK1IP1	7462
ENSG00000162367	TAL1	15930
ENSG00000226252	AL135960.1	4953
ENSG00000142973	CYP4B1	61575
ENSG00000154198	CYP4Z2P	57342
ENSG00000238145	AL731892.1	1191
ENSG00000187048	CYP4A11	12307
ENSG00000259832	CYP4A26P	195
ENSG00000261196	CYP4A43P	120
ENSG00000261593	CYP4A27P	189
ENSG00000261290	CYP4A44P	153
ENSG00000186377	CYP4X1	27082
ENSG00000186160	CYP4Z1	51087
ENSG00000225154	AL450996.1	1201
ENSG00000225506	CYP4A22-AS1	82618
ENSG00000162365	CYP4A22	12300
ENSG00000225514	MTND1P34	1410
ENSG00000224805	LINC00853	1089
ENSG00000226133	LINC02794	41077
ENSG00000231413	AL356289.1	3409
ENSG00000237180	CYP46A4P	266
ENSG00000269113	TRABD2B	236857
ENSG00000223814	AL691459.1	4415
ENSG00000225028	AC096541.1	2171
ENSG00000242267	SKINT1L	86336
ENSG00000279096	AL356289.2	2668
ENSG00000223720	AL109659.1	33885
ENSG00000123473	STIL	64008
ENSG00000162368	CMPK1	45042
ENSG00000225762	LINC01389	27549
ENSG00000186790	FOXE3	1767
ENSG00000237424	FOXD2-AS1	2508
ENSG00000186564	FOXD2	4674
ENSG00000117834	SLC5A9	25959
ENSG00000272491	AL109659.2	1673
ENSG00000234080	AL596275.1	876
ENSG00000142700	DMRTA2	5893
ENSG00000132122	SPATA6	176835
ENSG00000224986	PPP1R8P1	1043
ENSG00000206700	RNU6-723P	106
ENSG00000235105	AL356968.2	1256
ENSG00000223175	RNU4-61P	106
ENSG00000162374	ELAVL4	179757
ENSG00000230828	AL583843.1	345
ENSG00000237337	AL592182.2	1562
ENSG00000233407	AL592182.1	17043
ENSG00000186094	AGBL4	1491100
ENSG00000287661	AL391844.1	5115
ENSG00000162373	BEND5	49450
ENSG00000286597	AL645507.1	10713
ENSG00000229846	AC099788.1	161990
ENSG00000230114	AL590432.1	11874
ENSG00000225623	AGBL4-IT1	97884
ENSG00000237478	AL390023.1	261
ENSG00000215887	ZNF859P	4579
ENSG00000279324	AL645730.1	1900
ENSG00000233595	MTND2P29	411
ENSG00000185104	FAF1	523239
ENSG00000225767	AL049637.1	9681
ENSG00000207194	RNU6-1026P	107
ENSG00000230585	PHBP12	810
ENSG00000237130	MRPS6P2	369
ENSG00000123080	CDKN2C	13889
ENSG00000203356	LINC01562	40001
ENSG00000123091	RNF11	37174
ENSG00000233406	AL162430.1	869
ENSG00000236434	AL162430.2	1158
ENSG00000085831	TTC39A	57858
ENSG00000261664	TTC39A-AS1	5670
ENSG00000085832	EPS15	165003
ENSG00000232027	AL671986.1	954
ENSG00000206595	RNU6-877P	106
ENSG00000238140	AC104170.2	1695
ENSG00000227070	AC104170.1	43320
ENSG00000252032	RNU6-1281P	104
ENSG00000227742	CALR4P	33031
ENSG00000117859	OSBPL9	221248
ENSG00000236973	GAPDHP51	999
ENSG00000232846	SLC25A6P3	878
ENSG00000212624	AL050343.1	121
ENSG00000078618	NRDC	89746
ENSG00000266993	AL050343.2	5220
ENSG00000272175	AL050343.3	279
ENSG00000283899	MIR761	58
ENSG00000230604	TSEN15P2	357
ENSG00000230138	LINC02812	1589
ENSG00000285954	AC119428.2	21442
ENSG00000226938	AC119428.1	745
ENSG00000174332	GLIS1	231869
ENSG00000239007	RNU7-95P	63
ENSG00000169213	RAB3B	82744
ENSG00000200839	RNA5SP48	125
ENSG00000229032	AL445685.2	341
ENSG00000264613	RN7SL290P	299
ENSG00000117862	TXNDC12	36040
ENSG00000285839	AL445685.3	13197
ENSG00000198841	KTI12	1707
ENSG00000223390	AL445685.1	10888
ENSG00000228369	TXNDC12-AS1	1765
ENSG00000134717	BTF3L4	34517
ENSG00000157077	ZFYVE9	204592
ENSG00000241745	RN7SL788P	315
ENSG00000228407	AL139156.2	339
ENSG00000223429	AL139156.1	840
ENSG00000224255	PDCL3P6	705
